probeid	MSU6
212140_at PDS5A
212141_at MCM4
212142_at MCM4
212143_s_at IGFBP3
212144_at SUN2
212145_at MRPS27
212146_at PLEKHM2
212147_at SMG5
212148_at PBX1
212149_at EFR3A
212150_at EFR3A
212151_at PBX1
212152_x_at ARID1A
212153_at POGZ
212154_at SDC2
212155_at RNF187
212156_at VPS39
212157_at SDC2
212158_at SDC2
212159_x_at AP2A2
212160_at XPOT
212161_at AP2A2
212162_at KIDINS220
212163_at KIDINS220
212164_at NA
212165_at NA
212166_at XPO7
212167_s_at SMARCB1
212168_at RBM12
212169_at FKBP9
212170_at RBM12
212171_x_at VEGFA
212172_at AK2
212173_at AK2
212174_at AK2
212175_s_at AK2
212176_at PNISR
212177_at PNISR
212178_s_at NA
212179_at PNISR
212180_at CRKL
212181_s_at NUDT4
212182_at NUDT4
212183_at NUDT4
212184_s_at TAB2
212185_x_at MT2A
212186_at ACACA
212187_x_at PTGDS
212188_at KCTD12
212189_s_at COG4
212190_at SERPINE2
212191_x_at RPL13
212192_at KCTD12
212193_s_at LARP1
212194_s_at TM9SF4
212195_at IL6ST
212196_at IL6ST
212197_x_at MPRIP
212198_s_at TM9SF4
212199_at MRFAP1L1
212200_at ANKLE2
212201_at ANKLE2
212202_s_at TMEM87A
212203_x_at IFITM3
212204_at TMEM87A
212205_at H2AZ2
212206_s_at H2AZ2
212207_at MED13L
212208_at MED13L
212209_at MED13L
212210_at INTS1
212211_at ANKRD17
212212_s_at INTS1
212213_x_at OPA1
212214_at OPA1
212215_at PREPL
212216_at PREPL
212217_at PREPL
212218_s_at FASN
212219_at PSME4
212220_at PSME4
212221_x_at IDS
212222_at PSME4
212223_at IDS
212224_at ALDH1A1
212225_at EIF1
212226_s_at PLPP3
212227_x_at EIF1
212228_s_at COQ9
212229_s_at FBXO21
212230_at PLPP3
212231_at FBXO21
212232_at FNBP4
212233_at MAP1B
212234_at ASXL1
212235_at PLXND1
212236_x_at KRT17
212237_at ASXL1
212238_at ASXL1
212239_at PIK3R1
212240_s_at PIK3R1
212241_at NA
212242_at TUBA4A
212243_at NA
212244_at NA
212245_at MCFD2
212246_at MCFD2
212247_at NUP205
212248_at MTDH
212249_at PIK3R1
212250_at MTDH
212251_at MTDH
212252_at CAMKK2
212253_x_at DST
212254_s_at DST
212255_s_at ATP2C1
212256_at GALNT10
212257_s_at SMARCA2
212258_s_at SMARCA2
212259_s_at PBXIP1
212260_at GIGYF2
212261_at GIGYF2
212262_at QKI
212263_at QKI
212264_s_at WAPL
212265_at QKI
212266_s_at SRSF5
212267_at WAPL
212268_at SERPINB1
212269_s_at MCM3AP
212270_x_at NA
212271_at MAPK1
212272_at LPIN1
212273_x_at GNAS
212274_at LPIN1
212275_s_at SRCAP
212276_at LPIN1
212277_at MTMR4
212278_x_at UBE3A
212279_at TMEM97
212280_x_at ATG4B
212281_s_at TMEM97
212282_at TMEM97
212283_at AGRN
212284_x_at TPT1
212285_s_at AGRN
212286_at ANKRD12
212287_at SUZ12
212288_at FNBP1
212289_at ANKRD12
212290_at SLC7A1
212291_at HIPK1
212292_at SLC7A1
212293_at HIPK1
212294_at GNG12
212295_s_at SLC7A1
212296_at PSMD14
212297_at ATP13A3
212298_at NRP1
212299_at NEK9
212300_at TXLNA
212301_at RTF1
212302_at RTF1
212303_x_at KHSRP
212305_s_at MIA3
212306_at CLASP2
212307_s_at OGT
212308_at CLASP2
212309_at CLASP2
212310_at MIA3
212311_at SEL1L3
212312_at BCL2L1
212313_at CHMP7
212314_at SEL1L3
212315_s_at NUP210
212316_at NUP210
212317_at TNPO3
212318_at TNPO3
212319_at SGSM2
212320_at TUBB
212321_at SGPL1
212322_at SGPL1
212323_s_at VPS13D
212324_s_at VPS13D
212325_at LIMCH1
212326_at VPS13D
212327_at LIMCH1
212328_at LIMCH1
212329_at SCAP
212330_at TFDP1
212331_at RBL2
212332_at RBL2
212333_at FAM98A
212334_at GNS
212335_at GNS
212336_at EPB41L1
212337_at TUG1
212338_at MYO1D
212339_at EPB41L1
212340_at YIPF6
212341_at YIPF6
212342_at YIPF6
212343_at YIPF6
212344_at SULF1
212345_s_at CREB3L2
212346_s_at MXD4
212347_x_at MXD4
212348_s_at KDM1A
212349_at POFUT1
212350_at TBC1D1
212351_at EIF2B5
212352_s_at TMED10
212353_at SULF1
212354_at SULF1
212355_at KHNYN
212356_at KHNYN
212357_at FAM168A
212358_at CLIP3
212359_s_at ZSWIM8
212360_at AMPD2
212361_s_at ATP2A2
212362_at ATP2A2
212363_x_at ACTG1
212364_at MYO1B
212365_at MYO1B
212366_at ZNF292
212367_at FEM1B
212368_at ZNF292
212369_at ZNF384
212370_x_at NA
212371_at DESI2
212372_at MYH10
212373_at FEM1B
212374_at FEM1B
212375_at EP400
212376_s_at EP400
212377_s_at NOTCH2
212378_at GART
212379_at GART
212380_at CMTR1
212381_at USP24
212382_at TCF4
212383_at ATP6V0A1
212384_at NA
212385_at TCF4
212386_at TCF4
212387_at TCF4
212388_at USP24
212389_at SBF1
212390_at NA
212391_x_at RPS3A
212392_s_at NA
212393_at SBF1
212394_at EMC1
212395_s_at EMC1
212396_s_at EMC1
212397_at RDX
212398_at RDX
212399_s_at VGLL4
212400_at FAM102A
212401_s_at NA
212402_at ZC3H13
212403_at UBE3B
212404_s_at UBE3B
212405_s_at METTL13
212406_s_at PCMTD2
212407_at METTL13
212408_at TOR1AIP1
212409_s_at TOR1AIP1
212410_at MICU2
212411_at IMP4
212412_at PDLIM5
212413_at SEPTIN6
212414_s_at NA
212415_at SEPTIN6
212416_at SCAMP1
212417_at SCAMP1
212418_at ELF1
212419_at ZCCHC24
212420_at ELF1
212421_at KIAA0930
212422_at PDCD11
212423_at ZCCHC24
212424_at PDCD11
212425_at SCAMP1
212426_s_at YWHAQ
212427_at ECPAS
212428_at ECPAS
212429_s_at GTF3C2
212430_at RBM38
212431_at HMGXB3
212432_at GRPEL1
212433_x_at RPS2
212434_at GRPEL1
212435_at TRIM33
212436_at TRIM33
212437_at CENPB
212438_at SNRNP27
212439_at IP6K1
212440_at SNRNP27
212441_at KIAA0232
212442_s_at CERS6
212443_at NBEAL2
212444_at GPRC5A
212445_s_at NEDD4L
212446_s_at CERS6
212447_at KBTBD2
212448_at NEDD4L
212449_s_at LYPLA1
212450_at SECISBP2L
212451_at SECISBP2L
212452_x_at KAT6B
212453_at KIFBP
212454_x_at HNRNPDL
212455_at YTHDC1
212456_at CLUH
212457_at TFE3
212458_at SPRED2
212459_x_at SUCLG2
212460_at SPTSSA
212461_at AZIN1
212462_at KAT6B
212463_at CD59
212464_s_at FN1
212465_at SETD3
212466_at SPRED2
212467_at DNAJC13
212468_at SPAG9
212469_at NIPBL
212470_at SPAG9
212471_at AVL9
212472_at MICAL2
212473_s_at MICAL2
212474_at AVL9
212475_at AVL9
212476_at ACAP2
212477_at ACAP2
212478_at RMND5A
212479_s_at RMND5A
212480_at SPECC1L
212481_s_at TPM4
212482_at RMND5A
212483_at NIPBL
212484_at FAM89B
212485_at GPATCH8
212486_s_at FYN
212487_at GPATCH8
212488_at COL5A1
212489_at COL5A1
212490_at DNAJC8
212491_s_at DNAJC8
212492_s_at KDM4B
212493_s_at SETD2
212494_at TNS2
212495_at KDM4B
212496_s_at KDM4B
212497_at MAPK1IP1L
212498_at MARCHF6
212499_s_at NA
212500_at ADO
212501_at CEBPB
212502_at ADO
212503_s_at DIP2C
212504_at DIP2C
212505_s_at MAU2
212506_at PICALM
212507_at TMEM131
212508_at MOAP1
212509_s_at MXRA7
212510_at GPD1L
212511_at PICALM
212512_s_at CARM1
212513_s_at USP33
212514_x_at DDX3X
212515_s_at DDX3X
212516_at ARAP1
212517_at ATRN
212518_at PIP5K1C
212519_at UBE2E1
212520_s_at SMARCA4
212521_s_at PDE8A
212522_at PDE8A
212523_s_at SPIDR
212524_x_at NA
212525_s_at H2AX
212526_at SPART
212527_at DESI1
212528_at DESI1
212529_at LSM12
212530_at NEK7
212531_at LCN2
212532_s_at LSM12
212533_at WEE1
212534_at ZNF24
212535_at MEF2A
212536_at ATP11B
212537_x_at NA
212538_at DOCK9
212539_at CHD1L
212540_at CDC34
212541_at FLAD1
212542_s_at PHIP
212543_at CRYBG1
212544_at ZNHIT3
212545_s_at ZHX3
212546_s_at FRYL
212547_at BRD3
212548_s_at FRYL
212549_at STAT5B
212550_at STAT5B
212551_at CAP2
212552_at HPCAL1
212553_at RPRD2
212554_at CAP2
212555_at PRKAR1B
212556_at SCRIB
212557_at ZNF451
212558_at SPRY1
212559_at PRKAR1B
212560_at SORL1
212561_at DENND5A
212562_s_at CTSZ
212563_at BOP1
212564_at KCTD2
212565_at STK38L
212566_at MAP4
212567_s_at MAP4
212568_s_at DLAT
212569_at SMCHD1
212570_at ENDOD1
212571_at CHD8
212572_at STK38L
212573_at ENDOD1
212574_x_at TMEM259
212575_at TMEM259
212576_at MGRN1
212577_at SMCHD1
212578_x_at RPS17
212579_at SMCHD1
212580_at CAST
212581_x_at GAPDH
212582_at OSBPL8
212583_at AQR
212584_at AQR
212585_at OSBPL8
212586_at CAST
212587_s_at PTPRC
212588_at PTPRC
212589_at RRAS2
212590_at RRAS2
212591_at NA
212592_at JCHAIN
212593_s_at PDCD4
212594_at PDCD4
212595_s_at DAZAP2
212596_s_at HMGXB4
212597_s_at HMGXB4
212598_at WDFY3
212599_at AUTS2
212600_s_at UQCRC2
212601_at ZZEF1
212602_at WDFY3
212603_at MRPS31
212604_at MRPS31
212605_s_at NUDT3
212606_at WDFY3
212607_at AKT3
212608_s_at NUDT3
212609_s_at AKT3
212610_at PTPN11
212611_at DTX4
212612_at RCOR1
212613_at BTN3A2
212614_at ARID5B
212615_at CHD9
212616_at CHD9
212617_at ZNF609
212618_at ZNF609
212619_at NEMP1
212620_at ZNF609
212621_at NEMP1
212622_at TMEM41B
212623_at TMEM41B
212624_s_at CHN1
212625_at STX10
212626_x_at HNRNPC
212627_s_at EXOSC7
212628_at PKN2
212629_s_at PKN2
212630_at EXOC3
212631_at STX7
212632_at STX7
212633_at UFL1
212634_at UFL1
212635_at TNPO1
212636_at QKI
212637_s_at WWP1
212638_s_at WWP1
212639_x_at NA
212640_at HACD2
212641_at HIVEP2
212642_s_at HIVEP2
212643_at MAPK1IP1L
212644_s_at MAPK1IP1L
212645_x_at BABAM2
212646_at RFTN1
212647_at RRAS
212648_at DHX29
212649_at NA
212650_at EHBP1
212651_at RHOBTB1
212652_s_at SNX4
212653_s_at EHBP1
212654_at TPM2
212655_at ZCCHC14
212656_at TSFM
212657_s_at IL1RN
212658_at LHFPL2
212659_s_at IL1RN
212660_at JADE2
212661_x_at PPIA
212662_at PVR
212663_at FKBP15
212664_at TUBB4A
212665_at TIPARP
212666_at SMURF1
212667_at SPARC
212668_at SMURF1
212669_at CAMK2G
212670_at ELN
212671_s_at NA
212672_at ATM
212673_at METAP1
212674_s_at DHX30
212675_s_at CEP68
212676_at NF1
212677_s_at CEP68
212678_at NF1
212679_at TBL2
212680_x_at PPP1R14B
212681_at EPB41L3
212682_s_at LMF2
212683_at SLC25A44
212684_at ZNF3
212685_s_at TBL2
212686_at PPM1H
212687_at LIMS1
212688_at PIK3CB
212689_s_at KDM3A
212690_at DDHD2
212691_at NUP188
212692_s_at LRBA
212693_at MDN1
212694_s_at PCCB
212695_at CRY2
212696_s_at RNF4
212697_at RETREG3
212698_s_at SEPTIN10
212699_at SCAMP5
212700_x_at NA
212701_at TLN2
212702_s_at BICD2
212703_at TLN2
212704_at TUT4
212705_x_at PNPLA2
212706_at RASA4
212707_s_at NA
212708_at MSL1
212709_at NUP160
212710_at CAMSAP1
212711_at CAMSAP1
212712_at CAMSAP1
212713_at MFAP4
212714_at LARP4
212715_s_at MICAL3
212716_s_at EIF3K
212717_at PLEKHM1
212718_at PAPOLA
212719_at PHLPP1
212720_at PAPOLA
212721_at SREK1
212722_s_at JMJD6
212723_at JMJD6
212724_at RND3
212725_s_at TUG1
212726_at PHF2
212727_at DLG3
212728_at DLG3
212729_at DLG3
212730_at SYNM
212731_at ANKRD46
212732_at MEG3
212733_at RUBCN
212734_x_at RPL13
212735_at RUBCN
212736_at BMERB1
212737_at GM2A
212738_at ARHGAP19
212739_s_at NME4
212740_at PIK3R4
212741_at MAOA
212742_at RNF115
212743_at RCHY1
212744_at BBS4
212745_s_at BBS4
212746_s_at CEP170
212747_at ANKS1A
212748_at MRTFA
212749_s_at RCHY1
212750_at PPP1R16B
212751_at UBE2N
212752_at CLASP1
212753_at PCGF3
212754_s_at MON2
212755_at MON2
212756_s_at UBR2
212757_s_at CAMK2G
212758_s_at ZEB1
212759_s_at TCF7L2
212760_at UBR2
212761_at TCF7L2
212762_s_at TCF7L2
212763_at CAMSAP2
212764_at ZEB1
212765_at CAMSAP2
212766_s_at ISG20L2
212767_at MTG1
212768_s_at OLFM4
212769_at TLE3
212770_at TLE3
212771_at FAM171A1
212772_s_at ABCA2
212773_s_at TOMM20
212774_at ZBTB18
212775_at OBSL1
212776_s_at OBSL1
212777_at SOS1
212778_at PACS2
212779_at KIAA1109
212780_at SOS1
212781_at RBBP6
212782_x_at POLR2J
212783_at RBBP6
212784_at CIC
212785_s_at LARP7
212786_at CLEC16A
212787_at YLPM1
212788_x_at FTL
212789_at NCAPD3
212790_x_at RPL13A
212791_at C1orf216
212792_at DPY19L1
212793_at DAAM2
212794_s_at WASHC4
212795_at WASHC4
212796_s_at TBC1D2B
212797_at SORT1
212798_s_at ANKMY2
212799_at STX6
212800_at STX6
212801_at CIT
212802_s_at GAPVD1
212803_at NAB2
212804_s_at GAPVD1
212805_at PRUNE2
212806_at PRUNE2
212807_s_at SORT1
212808_at NFATC2IP
212809_at NFATC2IP
212810_s_at SLC1A4
212811_x_at SLC1A4
212812_at SERINC5
212813_at JAM3
212814_at AHCYL2
212815_at ASCC3
212816_s_at NA
212817_at DNAJB5
212818_s_at ASB1
212819_at ASB1
212820_at DMXL2
212821_at PLEKHG3
212822_at HEG1
212823_s_at PLEKHG3
212824_at FUBP3
212825_at PAXIP1
212826_s_at SLC25A6
212827_at IGHM
212828_at SYNJ2
212829_at PIP4K2A
212830_at MEGF9
212831_at MEGF9
212832_s_at CKAP5
212833_at SLC25A46
212834_at DDX52
212835_at ABRAXAS2
212836_at POLD3
212837_at ABRAXAS2
212838_at DNMBP
212839_s_at RO60
212840_at UBXN7
212841_s_at PPFIBP2
212842_x_at NA
212843_at NCAM1
212844_at RRP1B
212845_at SAMD4A
212846_at RRP1B
212847_at FUBP1
212848_s_at AOPEP
212849_at AXIN1
212850_s_at LRP4
212851_at DCUN1D4
212852_s_at RO60
212853_at DCUN1D4
212854_x_at NBPF1
212855_at DCUN1D4
212856_at GRAMD4
212857_x_at SUB1
212858_at PAQR4
212859_x_at MT1E
212860_at ZDHHC18
212861_at MFSD5
212862_at CDS2
212863_x_at CTBP1
212864_at CDS2
212865_s_at COL14A1
212866_at R3HCC1
212867_at NCOA2
212868_x_at NA
212869_x_at TPT1
212870_at SOS2
212871_at MAPKAPK5
212872_s_at MED20
212873_at ARHGAP45
212874_at APOE
212875_s_at C2CD2
212876_at B4GALT4
212877_at KLC1
212878_s_at KLC1
212879_x_at PIAS4
212880_at WDR7
212881_at PIAS4
212882_at KLHL18
212883_at APOE
212884_x_at APOE
212885_at MPHOSPH10
212886_at CCDC69
212887_at SEC23A
212888_at DICER1
212889_x_at GADD45GIP1
212890_at SLC38A10
212891_s_at GADD45GIP1
212892_at ZNF282
212893_at ZZZ3
212894_at SUPV3L1
212895_s_at ABR
212896_at MTREX
212897_at CDK19
212898_at TTI1
212899_at CDK19
212900_at SEC24A
212901_s_at CSTF2T
212902_at SEC24A
212904_at LRRC47
212905_at CSTF2T
212906_at GRAMD1B
212907_at SLC30A1
212908_at DNAJC16
212909_at LYPD1
212910_at THAP11
212911_at DNAJC16
212912_at RPS6KA2
212913_at NA
212914_at CBX7
212915_at PDZRN3
212916_at PHF8
212917_x_at RECQL
212918_at RECQL
212919_at DCP2
212920_at REST
212921_at SMYD2
212922_s_at SMYD2
212923_s_at PXDC1
212924_s_at LSM4
212925_at MISP
212926_at SMC5
212927_at SMC5
212928_at TSPYL4
212929_s_at NA
212930_at ATP2B1
212931_at TCF20
212932_at RAB3GAP1
212933_x_at RPL13
212934_at UBXN2B
212935_at MCF2L
212936_at FAM172A
212937_s_at COL6A1
212938_at COL6A1
212939_at COL6A1
212940_at COL6A1
212942_s_at CEMIP
212943_at C2CD5
212944_at SLC5A3
212945_s_at MGA
212946_at VWA8
212947_at SLC9A8
212948_at CAMTA2
212949_at NCAPH
212950_at ADGRF5
212951_at ADGRF5
212952_at NA
212953_x_at CALR
212954_at DYRK4
212955_s_at POLR2I
212956_at TBC1D9
212957_s_at LINC01278
212958_x_at PAM
212959_s_at GNPTAB
212960_at TBC1D9
212961_x_at EOLA2
212962_at SYDE1
212963_at TM2D1
212964_at HIC2
212965_at HIC2
212966_at HIC2
212967_x_at NAP1L1
212968_at RFNG
212969_x_at EML3
212970_at APBB2
212971_at CARS1
212972_x_at APBB2
212973_at RPIA
212974_at DENND3
212975_at DENND3
212976_at LRRC8B
212977_at ACKR3
212978_at LRRC8B
212979_s_at TCAF1
212980_at NA
212981_s_at TCAF1
212982_at ZDHHC17
212983_at HRAS
212984_at ATF2
212985_at APBB2
212986_s_at TLK2
212987_at FBXO9
212988_x_at ACTG1
212989_at SGMS1
212990_at SYNJ1
212991_at FBXO9
212992_at AHNAK2
212993_at NACC2
212994_at THOC2
212995_x_at NA
212996_s_at URB1
212997_s_at TLK2
212998_x_at HLA-DQB1
212999_x_at NA
213000_at MORC3
213001_at ANGPTL2
213002_at MARCKS
213003_s_at SPIDR
213004_at ANGPTL2
213005_s_at KANK1
213006_at CEBPD
213007_at FANCI
213008_at FANCI
213009_s_at TRIM37
213010_at CAVIN3
213011_s_at TPI1
213012_at NEDD4
213013_at NA
213014_at MAPK8IP1
213015_at BBX
213016_at BBX
213017_at ABHD3
213018_at GATAD1
213019_at RANBP6
213020_at GOSR1
213021_at GOSR1
213022_s_at UTRN
213023_at UTRN
213024_at TMF1
213025_at THUMPD1
213026_at ATG12
213027_at RO60
213028_at NFRKB
213029_at NFIB
213030_s_at PLXNA2
213031_s_at WDR73
213032_at NFIB
213033_s_at NFIB
213034_at SIK3
213035_at ANKRD28
213036_x_at ATP2A3
213037_x_at STAU1
213038_at RNF19B
213039_at ARHGEF18
213040_s_at NPTXR
213041_s_at ATP5F1D
213042_s_at ATP2A3
213043_s_at MED24
213044_at ROCK1
213045_at MAST3
213046_at PABPN1
213047_x_at SET
213048_s_at NA
213049_at RALGAPA1
213050_at COBL
213051_at ZC3HAV1
213052_at PRKAR2A
213053_at HAUS5
213054_at HAUS5
213055_at CD47
213056_at FRMD4B
213057_at ATPAF2
213058_at TTC28
213059_at CREB3L1
213060_s_at CHI3L2
213061_s_at NTAN1
213062_at NTAN1
213063_at ZC3H14
213064_at ZC3H14
213065_at ZFC3H1
213066_at RUSC2
213067_at MYH10
213068_at DPT
213069_at HEG1
213070_at PIK3C2A
213071_at DPT
213072_at CYHR1
213073_at ZFYVE26
213074_at PHIP
213075_at OLFML2A
213076_at ITPKC
213077_at YTHDC2
213078_x_at LPCAT4
213079_at TSR2
213080_x_at RPL5
213081_at ZBTB22
213082_s_at SLC35D2
213083_at SLC35D2
213084_x_at RPL23A
213085_s_at WWC1
213086_s_at CSNK1A1
213087_s_at EEF1D
213088_s_at DNAJC9
213089_at NA
213090_s_at TAF4
213091_at CRTC1
213092_x_at DNAJC9
213093_at PRKCA
213094_at ADGRG6
213095_x_at AIF1
213096_at TMCC2
213097_s_at DNAJC2
213098_at CNOT9
213099_at ANGEL1
213100_at UNC5B
213101_s_at ACTR3
213102_at ACTR3
213103_at STARD13
213104_at TSR3
213105_s_at TSR3
213106_at ATP8A1
213107_at TNIK
213108_at CAMK2A
213109_at TNIK
213110_s_at COL4A5
213111_at PIKFYVE
213112_s_at SQSTM1
213113_s_at SLC43A3
213114_at NA
213115_at ATG4A
213116_at NEK3
213117_at KLHL9
213118_at UHRF1BP1L
213119_at SLC36A1
213120_at UHRF1BP1L
213121_at SNRNP70
213122_at TSPYL5
213123_at MFAP3
213124_at ZNF473
213125_at OLFML2B
213126_at MED8
213127_s_at MED8
213128_s_at UBE3A
213129_s_at GCSH
213130_at ZNF473
213131_at OLFM1
213132_s_at MCAT
213133_s_at GCSH
213134_x_at BTG3
213135_at TIAM1
213136_at PTPN2
213137_s_at PTPN2
213138_at ARID5A
213139_at SNAI2
213140_s_at SS18L1
213141_at PSKH1
213142_x_at GSAP
213143_at C2orf72
213144_at GOSR2
213145_at FBXL14
213146_at KDM6B
213147_at HOXA10
213148_at C2orf72
213149_at DLAT
213150_at HOXA10
213151_s_at SEPTIN7
213152_s_at SRSF8
213153_at SETD1B
213154_s_at BICD2
213155_at NA
213156_at ZBTB20
213157_s_at NA
213158_at ZBTB20
213159_at PCNX1
213160_at DOCK2
213161_at NA
213162_at DYNC1LI2
213164_at SLC5A3
213165_at CEP350
213166_x_at MZT2A
213167_s_at SLC5A3
213168_at SP3
213169_at SEMA5A
213170_at GPX7
213171_s_at MMP24
213172_at TTC9
213173_at PCNX1
213174_at TTC9
213175_s_at SNRPB
213176_s_at LTBP4
213177_at MAPK8IP3
213178_s_at MAPK8IP3
213179_at CNOT9
213180_s_at GOSR2
213181_s_at MOCS1
213182_x_at CDKN1C
213183_s_at NA
213184_at SENP5
213185_at KATNIP
213186_at DZIP3
213187_x_at FTL
213188_s_at RIOX2
213189_at RIOX2
213190_at COG7
213191_at TICAM1
213192_at THAP3
213193_x_at NA
213194_at ROBO1
213195_at LYRM9
213196_at ZNF629
213197_at ASTN1
213198_at ACVR1B
213199_at C2CD3
213200_at SYP
213201_s_at TNNT1
213202_at SETD1A
213203_at SNAPC5
213204_at CUL9
213205_s_at RAD54L2
213206_at GOSR2
213207_s_at GOSR2
213208_at BICRAL
213209_at TAF6L
213210_at TAF6L
213211_s_at TAF6L
213212_x_at NA
213213_at DIDO1
213214_x_at ACTG1
213215_at NA
213216_at OTUD3
213217_at ADCY2
213218_at ZSCAN26
213219_at ADCY2
213220_at BBIP1
213221_s_at SIK2
213222_at PLCB1
213223_at RPL28
213224_s_at BBIP1
213225_at PPM1B
213226_at CCNA2
213227_at PGRMC2
213228_at PDE8B
213229_at DICER1
213230_at CDR2L
213231_at DMWD
213232_at FAM234B
213233_s_at KLHL9
213234_at FAM234B
213235_at KNOP1
213236_at SASH1
213237_at KNOP1
213238_at ATP10D
213239_at PIBF1
213240_s_at KRT4
213241_at PLXNC1
213242_x_at CEP170B
213243_at VPS13B
213244_at SCAMP4
213245_at ADCY1
213246_at TMEM251
213247_at SVEP1
213248_at LOC730101
213249_at FBXL7
213250_at CCDC85B
213251_at SMARCA5
213252_at SH3PXD2A
213253_at SMC2
213254_at TNRC6B
213256_at MARCHF3
213257_at SARM1
213258_at TFPI
213259_s_at SARM1
213260_at FOXC1
213261_at TRANK1
213262_at SACS
213263_s_at PCBP2
213264_at PCBP2
213265_at NA
213266_at TP53BP1
213267_at DOP1A
213268_at CAMTA1
213269_at ZNF248
213270_at MPP2
213271_s_at DOP1A
213272_s_at LDAF1
213273_at TENM4
213274_s_at CTSB
213275_x_at CTSB
213276_at CAMK2B
213277_at ZFP36L1
213278_at MTMR9
213279_at DHRS1
213280_at RAP1GAP2
213281_at JUN
213282_at APOOL
213283_s_at SALL2
213284_at ZFP36L1
213285_at TMEM30B
213286_at ZFR
213287_s_at KRT10
213288_at MBOAT2
213289_at APOOL
213290_at COL6A2
213291_s_at UBE3A
213292_s_at SNX13
213293_s_at TRIM22
213294_at EIF2AK2
213295_at CYLD
213296_at RER1
213297_at RMND5B
213298_at NFIC
213299_at ZBTB7A
213300_at ATG2A
213301_x_at TRIM24
213302_at PFAS
213303_x_at ZBTB7A
213304_at TOGARAM1
213305_s_at PPP2R5C
213306_at MPDZ
213307_at SHANK2
213308_at SHANK2
213309_at PLCL2
213310_at AGO2
213311_s_at TCF25
213312_at NA
213313_at NA
213314_at NA
213315_x_at EOLA1
213316_at JCAD
213317_at CLIC5
213318_s_at BAG6
213319_s_at YBX3
213320_at PRMT3
213321_at BCKDHB
213322_at OARD1
213323_s_at ZC3H7B
213324_at SRC
213325_at NECTIN3
213326_at VAMP1
213327_s_at USP12
213328_at NEK1
213329_at SRGAP2
213330_s_at STIP1
213331_s_at NEK1
213332_at PAPPA2
213333_at MDH2
213334_x_at HAUS7
213335_s_at ST3GAL6
213336_at BAZ1B
213337_s_at SOCS1
213338_at TMEM158
213339_at TP73-AS1
213340_s_at TP73-AS1
213341_at FEM1C
213342_at YAP1
213343_s_at GDPD5
213344_s_at H2AX
213345_at NFATC4
213346_at TEX30
213347_x_at RPS4X
213348_at CDKN1C
213349_at TMCC1
213350_at RPS11
213351_s_at TMCC1
213352_at TMCC1
213353_at ABCA5
213354_s_at NR2F6
213355_at ST3GAL6
213356_x_at NA
213357_at GTF2H5
213358_at MTCL1
213359_at HNRNPD
213360_s_at NA
213361_at TDRD7
213362_at PTPRD
213363_at CA5BP1
213364_s_at SNX1
213365_at ERI2
213366_x_at ATP5F1C
213367_at LOC155060
213368_x_at PPFIA3
213369_at CDHR1
213370_s_at SFMBT1
213371_at LDB3
213372_at PAQR3
213373_s_at CASP8
213374_x_at HIBCH
213375_s_at N4BP2L1
213376_at ZBTB1
213377_x_at RPS12
213378_s_at NA
213379_at COQ2
213380_x_at NA
213381_at VSTM4
213382_at MST1L
213383_at SBF1
213384_x_at PLCB3
213385_at NA
213386_at PGAP4
213387_at ATAD2B
213388_at PDE4DIP
213389_at ZNF592
213390_at ZC3H4
213391_at DPY19L4
213392_at IQCK
213393_at MFSD9
213394_at MAPKBP1
213395_at MLC1
213396_s_at AKAP10
213397_x_at RNASE4
213398_s_at SDR39U1
213399_x_at RPN2
213400_s_at TBL1X
213401_s_at TBL1X
213402_at ZNF787
213403_at MFSD9
213404_s_at RHEB
213405_at RAB22A
213406_at WSB1
213407_at PHLPP2
213408_s_at NA
213409_s_at NA
213410_at EDRF1
213411_at ADAM22
213412_at TJP3
213413_at STON1
213414_s_at RPS19
213415_at CLIC2
213416_at ITGA4
213417_at TBX2
213418_at HSPA6
213419_at APBB2
213420_at DHX57
213421_x_at PRSS3
213422_s_at MXRA8
213423_x_at TUSC3
213424_at KIAA0895
213425_at WNT5A
213426_s_at CAV2
213427_at RPP40
213428_s_at COL6A1
213429_at BICC1
213430_at RUFY3
213431_x_at SFI1
213432_at MUC5B
213433_at ARL3
213434_at STX2
213435_at SATB2
213436_at CNR1
213437_at RUFY3
213438_at NFASC
213439_x_at RUNDC3A
213440_at RAB1A
213441_x_at SPDEF
213442_x_at SPDEF
213443_at TRADD
213444_at ZNF862
213445_at ZC3H3
213446_s_at IQGAP1
213447_at IPW
213448_at NA
213449_at POP1
213450_s_at ICOSLG
213451_x_at NA
213452_at ZNF184
213453_x_at GAPDH
213454_at CENPS
213455_at FAM114A1
213456_at SOSTDC1
213457_at MFHAS1
213458_at FAM149B1
213459_at RPL37A
213460_x_at NA
213461_at NUDT21
213462_at NPAS2
213463_s_at FAM149B1
213464_at SHC2
213465_s_at PPP1R7
213466_at RAB40C
213467_at RND2
213468_at ERCC2
213469_at PGAP1
213470_s_at HNRNPH1
213471_at NPHP4
213472_at HNRNPH1
213473_at BRAP
213474_at KCTD7
213475_s_at ITGAL
213476_x_at TUBB3
213477_x_at EEF1A1
213478_at KAZN
213479_at NPTX2
213480_at VAMP4
213481_at S100A13
213482_at DOCK3
213483_at PPWD1
213484_at ADD2
213485_s_at ABCC10
213486_at COPG2IT1
213487_at MAP2K2
213488_at SNED1
213489_at MAPRE2
